id,Permalink,Title,Dataset Title (French),Available Cycles_year,Data Types,dataset_years_0_year_or_min_year,dataset_years_0_max_year,Summary,Summary French,Dataset ID,URL Ref,URL Ref French,Subjects,Acronym,Acronym French,Content,Date
19540,https://crdcn.ca/data/youth-smoking-survey/,Youth Smoking Survey,Enquête sur le tabagisme chez les jeunes,2002,Cross-Sectional>Single,2002,2002,"The main objective of the Youth Smoking Survey (YSS) is to provide current information on the smoking behaviour of students in grades 5 to 9 (in Quebec primary school grades 5 and 6 and secondary school grades 1 to 3), and to measure changes that occurred since the last time the survey was conducted. Additionally, the survey collects basic data on alcohol and drug use by students in grades 7 to 9 (in Quebec secondary 1 to 3). Results of the Youth Smoking Survey will help with the evaluation of anti-smoking and anti-drug use programs, as well as with the development of new programs.","L'objectif principal de l'Enquête sur le tabagisme chez les jeunes (ETJ) est de fournir des renseignements courants sur les habitudes en matière de tabagisme des jeunes de la 5e à la 9e année (5e et 6e années du primaire et 1re, 2e et 3e années du secondaire au Québec) et d'évaluer les changements qui se sont produits depuis la dernière fois que l'enquête était menée. De plus, on recueille des données de base sur la consommation d'alcool et de drogues chez les élèves de la 7e à la 9e année (de la 1re à la 3e année du secondaire au Québec). Les résultats de l'Enquête sur le tabagisme chez les jeunes servent à évaluer des programmes de la lutte au tabagisme et à la consommation de drogues ainsi qu'à élaborer de nouveaux programmes.",4054,http://www23.statcan.gc.ca/imdb/p2SV.pl?Function=getInstanceList&Id=5902,http://www23.statcan.gc.ca/imdb/p2SV_f.pl?Function=getInstanceList&Id=5902,Health>Lifestyle and social conditions>Smoking,YSS,ETJ,"The main objective of the Youth Smoking Survey (YSS) is to provide current information on the smoking behaviour of students in grades 5 to 9 (in Quebec primary school grades 5 and 6 and secondary school grades 1 to 3), and to measure changes that occurred since the last time the survey was conducted. Additionally, the survey collects basic data on alcohol and drug use by students in grades 7 to 9 (in Quebec secondary 1 to 3). Results of the Youth Smoking Survey will help with the evaluation of anti-smoking and anti-drug use programs, as well as with the development of new programs.",9/16/2021 20:05
19541,https://crdcn.ca/data/literacy-skills-used-in-daily-activities/,Literacy Skills Used in Daily Activities,Enquête sur les capacités de lecture et d’écriture utilisées quotidiennement,1989,Cross-Sectional>Single,1989,1989,"This national survey, which is sponsored by the Secretary of State of Canada, is used for the development of a detailed literacy profile of the adult Canadian population.","Cette enquête nationale, parrainée par le Secrétariat d'Etat du Canada, est utilisée pour établir un profil détaillé des capacités de lecture et d'écriture de la population canadienne adulte.",4055,https://www23.statcan.gc.ca/imdb/p2SV.pl?Function=getSurvey&Id=3465&db=IMDB,"""https://www23.statcan.gc.ca/imdb/p2SV_f.pl?Function=getSurvey&Id=3465&db=IMDB""","Children and youth>Education|Education, training and learning",LSUDA,ECLEUQ,"This national survey, which is sponsored by the Secretary of State of Canada, is used for the development of a detailed literacy profile of the adult Canadian population.",9/16/2021 20:05
19542,https://crdcn.ca/data/longitudinal-administrative-databank/,Longitudinal Administrative Databank,Banque de données administratives longitudinales,1982-2020,Longitudinal>Administrative,1982,2020,"The Longitudinal Administrative Databank (LAD) is a longitudinal file designed as a research tool on income and demographics. It comprises a 20% sample of the annual T1 Family File (record number 4105) and the Longitudinal Immigration Data Base (record number 5057). Variables have been harmonized where possible and individuals can be linked year to year starting with 1982 data. The file is augmented annually with new data. The longitudinal file contains many annual demographic variables about the individuals represented and annual income information for both the individual and their census family in that year. For immigrants landed between 1980 and 2014, the file also contains certain key characteristics observed at landing. The longitudinal nature of the LAD permits custom-tailored research into dynamic phenomena, as well as representative cross-sectional patterns. Data are mainly used by government departments to evaluate programs and support policy recommendations. Academics, private consultants and Statistics Canada researchers also use the data for analyses of socio-economic conditions. <br><br>
A supplementary list of firm-level variables is linkable to the LAD to facilitate an understanding of the labour market connection for individuals in the LAD. These variables are drawn from the Canadian Employer-Employee Dynamic Database. A linkage key is also available to join the landing records from the IMDB to to the LAD.<br><br>
","La Banque de données administratives longitudinales (DAL) est un fichier longitudinal conçu comme outil de recherche sur le revenu et la démographie. Elle comprend un échantillon de 20 % du Fichier T1 annuel sur les familles (numéro d'enregistrement 4105) et de la banque de données longitudinales sur les immigrants (numéro d'enregistrement 5057). Les variables ont été harmonisées dans la mesure du possible, et on peut coupler les données sur les personnes d'année en année, à partir de 1982. De nouvelles données sont ajoutées au fichier chaque année.
<br>
Le fichier longitudinal contient de nombreuses variables démographiques annuelles au sujet des personnes représentées, de même que des renseignements sur le revenu annuel, à la fois pour le particulier et sa famille de recensement pour l'année. Pour les immigrants établis entre 1980 et 2014, le fichier renferme aussi des caractéristiques-clés au moment de l'établissement. 
<br>
La nature longitudinale de la DAL permet d'effectuer des recherches personnalisées relativement aux phénomènes dynamiques, ainsi que de dégager des tendances transversales représentatives. Ce sont surtout les ministères gouvernementaux qui se servent des données pour évaluer les programmes et soutenir les recommandations stratégiques. Les universitaires, les conseillers privés et les chercheurs de Statistique Canada utilisent également ces données pour analyser la situation socioéconomique.
<br>
Période de référence : Les années civiles, 1982 à 2014. Année civile « y » pour le revenu ; fin de l'année civile « y » pour l'âge ; moment spécifique (en général ; en avril de l'année civile « y+1 ») pour les renseignements sur l'adresse.
<br>
Période de collecte : Les déclarations de revenus sont principalement remplies au printemps suivant l'année de référence. Les fichiers T1 pour l'année civile « y » sont reçus de l'Agence du revenu du Canada (ARC) en janvier de l'année « y+2 ».
<br>
Une liste supplémentaire de variables au niveau de l'entreprise peut être reliée à la DAL pour faciliter la compréhension du lien avec le marché du travail pour les individus de la DAL. Ces variables sont tirées de la Base de données dynamique employeur-employé du Canada. Une clef est également disponible pour joindre les fiches d'atterrissage de l'IMDB à celles de la LAD.
",4056,http://www23.statcan.gc.ca/imdb/p2SV.pl?Function=getInstanceList&Id=1290739,http://www23.statcan.gc.ca/imdb/p2SV_f.pl?Function=getInstanceList&Id=1290739,"Income, pensions, spending and wealth>Household, family and personal income|Income, pensions, spending and wealth>Personal and household taxation",LAD,DAL,"The Longitudinal Administrative Databank (LAD) is a longitudinal file designed as a research tool on income and demographics. It comprises a 20% sample of the annual T1 Family File (record number 4105) and the Longitudinal Immigration Data Base (record number 5057). Variables have been harmonized where possible and individuals can be linked year to year starting with 1982 data. The file is augmented annually with new data. The longitudinal file contains many annual demographic variables about the individuals represented and annual income information for both the individual and their census family in that year. For immigrants landed between 1980 and 2014, the file also contains certain key characteristics observed at landing. The longitudinal nature of the LAD permits custom-tailored research into dynamic phenomena, as well as representative cross-sectional patterns. Data are mainly used by government departments to evaluate programs and support policy recommendations. Academics, private consultants and Statistics Canada researchers also use the data for analyses of socio-economic conditions.",9/16/2021 20:05
19543,https://crdcn.ca/data/uniform-crime-reporting-survey/,Uniform Crime Reporting Survey,Programme de déclaration uniforme de la criminalité,2006-2022,Longitudinal>Administrative,2006,2022,"The Uniform Crime Reporting Survey was designed to measure the incidence of crime in Canadian society and its characteristics. The information is used by federal and provincial policy makers as well as public and private researchers.
<br><br>
It is important to note that there have been a few notable changes since the UCR data were last available on the repository: <ul>
<li>Effective January 2018, new standards for reporting incidents by clearance status were established for the UCR Survey and disseminated to all police service respondents, with most police services updating their information systems throughout 2018. The 2019 data are the first year of complete data that follows the new reporting standards. This shift in reporting methodology has been documented in technical publications released by Statistics Canada on July 12, 2018. </li>
<li>The collection of gender information has been expanded to include gender diverse information; however, researchers are asked to pay close attention to the vetting requirements.</li>
<li>The Canadian Forces Military Police (CFMP) became an active respondent to the UCR survey in 2022 and are required to provide the same information provided by other police services. They have provided incidents going back to January 2020.</li></ul>","Le Programme déclaration uniforme de la criminalité a pour objet de mesurer la fréquence des crimes dans la société canadienne ainsi que leurs caractéristiques. Les résultats agrégés sont utilisés par les gestionnaires de politiques fédéraux et provinciaux aussi bien que les chercheurs privés et publics.
<br><br>
Il est important de noter que quelques changements notables ont été apportés depuis la dernière fois où les données du Programme DUC étaient disponibles :<ul>
<li>En janvier 2018, de nouvelles normes pour la déclaration des incidents par état de classement ont été établies pour le Programme DUC et diffusées à tous les services de police répondants, la plupart des services de police mettant à jour leurs systèmes d’information tout au long de l’année 2018. Les données de 2019 sont la première année où les données complètes suivent les nouvelles normes de déclaration. Ce changement dans la méthodologie de déclaration a été documenté dans des publications techniques publiées par Statistique Canada </li>
<li>La collecte de données sur le genre a été élargie pour inclure des informations sur la diversité des genres; cependant, on demande aux chercheurs d’accorder une attention particulière aux exigences en matière de vérification.</li>
<li>La Police militaire des Forces canadiennes (PGFC) est devenue un répondant actif au Programme DUC en 2022 et doit fournir les mêmes renseignements que ceux fournis par les autres services de police. Ils ont été en mesure de fournir des données sur des incidents remontant à janvier 2020.</li></ul>",4065,http://www23.statcan.gc.ca/imdb/p2SV.pl?Function=getInstanceList&Id=380106,http://www23.statcan.gc.ca/imdb/p2SV_f.pl?Function=getInstanceList&Id=380106,Crime and justice>Crimes and offences,UCR,DUC,The Uniform Crime Reporting Survey was designed to measure the incidence of crime in Canadian society and its characteristics. The information is used by federal and provincial policy makers as well as public and private researchers.,9/16/2021 20:05
19544,https://crdcn.ca/data/barriers-to-care-for-people-with-chronic-health-conditions/,Barriers to Care for People with Chronic Health Conditions,Entraves aux soins destinés aux personnes ayant des problèmes de santé chroniques,2011,Cross-Sectional>Single,2011,2011,The objectives of the BCPCHC Survey are: - To provide more information on how people manage their chronic conditions; - To identify barriers to care for those living with chronic conditions including economic and travel related barriers; - To identify barriers to self-management of chronic conditions.,"L'enquête sur les ESPPSC vise à : rn- fournir plus d'information sur la façon dont les gens gèrent leurs problèmes de santé chroniques; rn- déterminer les entraves aux soins destinés aux personnes ayant des problèmes de santé chroniques, notamment les entraves économiques et les entraves liées au déplacement; rn- déterminer les entraves à l'autogestion des problèmes de santé chroniques.",4071,http://www23.statcan.gc.ca/imdb/p2SV.pl?Function=getSurvey&SDDS=5189&Item_Id=119656,"""http://www23.statcan.gc.ca/imdb/p2SV_f.pl?Function=getSurvey&SDDS=5189&Item_Id=119656""",Health>Health care services,BCPCHC,ESPPSC,The objectives of the BCPCHC Survey are: - To provide more information on how people manage their chronic conditions; - To identify barriers to care for those living with chronic conditions including economic and travel related barriers; - To identify barriers to self-management of chronic conditions.,9/16/2021 20:05
19545,https://crdcn.ca/data/canadian-community-health-survey-mental-health/,Canadian Community Health Survey - Mental Health,Enquête sur la santé dans les collectivités canadiennes - Santé mentale,"20,022,012",Cross-Sectional>Repeated,2002,2012,"The purpose of the Canadian Community Health Survey - Mental Health (CCHS - Mental Health) is to collect information about mental health status, access to and perceived need for formal and informal services and supports, functioning and disability, and covariates.

<br><br>Please note that additional documentation is available for this survey. Please contact <u><a href=""/about/research-data-centres/"">your RDC analyst</a></u> to request this documentation.","L'Enquête sur la santé dans les collectivités canadiennes - Santé mentale (ESCC - Santé mentale) a pour but de recueillir des informations concernant l'état de la santé mentale, l'accès et les besoins perçus en matière de services et de soutien formels et informels, le fonctionnement et les incapacités ainsi que les covariables.

<br><br>Notez que la documentation supplémentaire est disponible pour cette enquête. Veuillez contacter <u><a href=""/about/research-data-centres/"">votre analyste du CDR</a></u> pour demander cette documentation.",4393,http://www23.statcan.gc.ca/imdb/p2SV.pl?Function=getInstanceList&Id=119789,http://www23.statcan.gc.ca/imdb/p2SV_f.pl?Function=getInstanceList&Id=119789,Health>Diseases and physical health conditions|Health>Health care services|Health>Lifestyle and social conditions|Health>Mental health and well-being|Health>Prevention and detection of disease,CCHS,ESCC,"The purpose of the Canadian Community Health Survey - Mental Health (CCHS - Mental Health) is to collect information about mental health status, access to and perceived need for formal and informal services and supports, functioning and disability, and covariates.",9/16/2021 20:05
19546,https://crdcn.ca/data/canadian-community-health-survey-nutrition/,Canadian Community Health Survey - Nutrition,Enquête sur la santé dans les collectivités canadiennes - Nutrition,"20,042,015",Cross-Sectional>Repeated,2004,2015,"The Canadian Community Health Survey - Nutrition is a national health survey that collects information from Canadians about their eating habits and use of vitamin and mineral supplements, as well as other health factors.

<br><br>Please note that additional documentation is available for this survey. Please contact <u><a href=""/about/research-data-centres/"">your RDC analyst</a></u> to request this documentation.","L'Enquête sur la santé dans les collectivités canadiennes - Nutrition est une enquête nationale sur la santé qui recueille de l'information auprès des Canadiens sur leurs habitudes alimentaires, leur consommation de suppléments de vitamines et minéraux ainsi que d'autres facteurs de santé.

<br><br>Notez que la documentation supplémentaire est disponible pour cette enquête. Veuillez contacter <u><a href=""/about/research-data-centres/"">votre analyste du CDR</a></u> pour demander cette documentation.",4394,http://www23.statcan.gc.ca/imdb/p2SV.pl?Function=getInstanceList&Id=201486&db=IMDB,http://www23.statcan.gc.ca/imdb/p2SV_f.pl?Function=getInstanceList&Id=201486&db=IMDB,Health,CCHS,ESCC,"The Canadian Community Health Survey - Nutrition is a national health survey that collects information from Canadians about their eating habits and use of vitamin and mineral supplements, as well as other health factors.",9/16/2021 20:05
19547,https://crdcn.ca/data/canadian-community-health-survey-healthy-aging/,Canadian Community Health Survey - Healthy Aging,Enquête sur la santé dans les collectivités canadiennes - Vieillissement en santé,"20,082,009",Cross-Sectional>Repeated,2008,2009,"The purpose of the Canadian Community Health Survey - Healthy Aging is to collect new information about the factors, influences and processes that contribute to healthy aging. The survey focuses on the health of Canadians aged 45 and over.<br><br>Please note that additional documentation is available for this survey. Please contact <u><a href=""/about/research-data-centres/"">your RDC analyst</a></u> to request this documentation.","L'objectif de l'Enquête sur la santé dans les collectivités canadiennes - Vieillissement en santé est de recueillir de nouveaux renseignements sur les facteurs, les influences et les processus qui contribuent à un vieillissement en santé. L'enquête permet d'étudier la santé chez les Canadiens de 45 ans et plus.
<br><br>Notez que la documentation supplémentaire est disponible pour cette enquête. Veuillez contacter <u><a href=""/about/research-data-centres/"">votre analyste du CDR</a></u> pour demander cette documentation.",4395,http://www23.statcan.gc.ca/imdb/p2SV.pl?Function=getInstanceList&Id=47963,https://www23.statcan.gc.ca/imdb/p2SV_f.pl?Function=getInstanceList&Id=47963,Health>Lifestyle and social conditions|Population and demography|Seniors and aging,CCHS,ESCC,"The purpose of the Canadian Community Health Survey - Healthy Aging is to collect new information about the factors, influences and processes that contribute to healthy aging. The survey focuses on the health of Canadians aged 45 and over.",9/16/2021 20:06
19548,https://crdcn.ca/data/canadian-community-health-survey-neurological-conditions/,Canadian Community Health Survey - Neurological Conditions,Enquête sur la santé dans les collectivités canadiennes - Problèmes neurologiques,"20,102,011",Cross-Sectional>Repeated,2010,2011,"New data on neurological conditions are now available from the Canadian Community Health Survey. These files provide information on the prevalence of 18 neurological conditions, including multiple sclerosis, epilepsy and Parkinson's disease. The data are from a module on neurological conditions that asked respondents whether they or anyone in their household has a neurological condition. The data were collected from January 2010 to December 2011. The addition of these questions was sponsored by the Public Health Agency of Canada.

<br><br>Please note that additional documentation is available for this survey. Please contact <u><a href=""/about/research-data-centres/"">your RDC analyst</a></u> to request this documentation.","De nouvelles données sur les problèmes neurologiques provenant de l'Enquête sur la santé dans les collectivités canadiennes sont maintenant offertes. Ces fichiers fournissent des renseignements sur la prévalence de 18 problèmes neurologiques, y compris la sclérose en plaques, l'épilepsie et la maladie de Parkinson. Les données proviennent d'un module sur les problèmes neurologiques qui demandait aux participants s'ils souffrent ou si un membre de leur ménage souffre d'un problème neurologique. Les données ont été recueillies de janvier 2010 à décembre 2011. L'ajout de ces questions a été commandité par l'Agence de la santé publique du Canada.

<br><br>Notez que la documentation supplémentaire est disponible pour cette enquête. Veuillez contacter <u><a href=""/about/research-data-centres/"">votre analyste du CDR</a></u> pour demander cette documentation.",4396,,"""""",Health,CCHS,ESCC,"New data on neurological conditions are now available from the Canadian Community Health Survey. These files provide information on the prevalence of 18 neurological conditions, including multiple sclerosis, epilepsy and Parkinson's disease. The data are from a module on neurological conditions that asked respondents whether they or anyone in their household has a neurological condition. The data were collected from January 2010 to December 2011. The addition of these questions was sponsored by the Public Health Agency of Canada.",9/16/2021 20:06
19549,https://crdcn.ca/data/general-social-survey-family/,General Social Survey - Family,Enquête sociale générale - Famille,"199,019,952,001,200,000,000,000",Cross-Sectional>Repeated,1990,2017,"The two primary objectives of the General Social Survey (GSS) are: to gather data on social trends in order to monitor changes in the living conditions and well being of Canadians over time; and to provide information on specific social policy issues of current or emerging interest. This survey monitors the changes in the structure of families with respect to marriages, common-law unions, children and fertility intentions.","L'Enquête sociale générale (ESG) a pour objectifs principaux de : rassembler des données sur les tendances sociales, de manière à suivre l'évolution des conditions de vie et du bien-être des Canadiens; et fournir des renseignements sur des questions de politique sociale précises qui suscitent déjà ou qui susciteront de l'intérêt.

Cette enquête permet de suivre les changements qui surviennent au sein des structures familiales, à l'égard des mariages, des unions libres, des enfants et des intentions de fécondité.",4417,http://www23.statcan.gc.ca/imdb/p2SV.pl?Function=getInstanceList&Id=335816,http://www23.statcan.gc.ca/imdb/p2SV_f.pl?Function=getInstanceList&Id=335816,"Population and demography>Census counts>Families, households and marital status|Population and demography>Fertility (births)|Society and community",GSS,ESG,"The two primary objectives of the General Social Survey (GSS) are: to gather data on social trends in order to monitor changes in the living conditions and well being of Canadians over time; and to provide information on specific social policy issues of current or emerging interest. This survey monitors the changes in the structure of families with respect to marriages, common-law unions, children and fertility intentions.",9/16/2021 20:06
19550,https://crdcn.ca/data/general-social-survey-caregiving-and-care-receiving/,General Social Survey - Caregiving and Care Receiving,Enquête sociale générale - Les soins donnés et reçus,"19,962,002,200,720,100,000",Cross-Sectional>Repeated,1996,2018,The two primary objectives of the General Social Survey (GSS) are: to gather data on social trends in order to monitor changes in the living conditions and well being of Canadians over time; and to provide information on specific social policy issues of current or emerging interest. The purpose of this survey is to provide a snapshot of the lives of caregivers and care receivers in today's Canada.,"L'Enquête sociale générale (ESG) a pour objectifs principaux de : rassembler des données sur les tendances sociales, de manière à suivre l'évolution des conditions de vie et du bien-être des Canadiens; et fournir des renseignements sur des questions de politique sociale précises qui suscitent déjà ou qui susciteront de l'intérêt.

Cette enquête a pour but d'obtenir un portrait actuel et rapide de la vie de ceux qui donnent des soins et de ceux qui en reçoivent dans le Canada d'aujourd'hui.",4418,http://www23.statcan.gc.ca/imdb/p2SV.pl?Function=getInstanceList&Id=492973,http://www23.statcan.gc.ca/imdb/p2SV_f.pl?Function=getInstanceList&Id=492973,"Seniors and aging>Care and social support|Population and demography>Census counts>Families, households and marital status|Society and community",GSS,ESG,The two primary objectives of the General Social Survey (GSS) are: to gather data on social trends in order to monitor changes in the living conditions and well being of Canadians over time; and to provide information on specific social policy issues of current or emerging interest. The purpose of this survey is to provide a snapshot of the lives of caregivers and care receivers in today's Canada.,9/16/2021 20:06
19551,https://crdcn.ca/data/general-social-survey-time-use/,General Social Survey - Time Use,Enquête sociale générale - L'emploi du temps,"19,861,992,199,820,000,000,000,000,000,000",Cross-Sectional>Repeated,1986,2022,The two primary objectives of the General Social Survey (GSS) are: to gather data on social trends in order to monitor changes in the living conditions and well-being of Canadians over time; and to provide information on specific social policy issues of current or emerging interest. A specific topic is usually repeated every five years. This survey monitors changes in time use.,Les deux objectifs principaux de l'Enquête sociale générale (ESG) sont de recueillir des données sur les tendances sociales afin de surveiller les changements dans les conditions de vie et le bien-être des Canadiens et; de fournir des renseignements actualisés sur des questions particulières de politique sociale d'intérêt actuel ou émergent. Un sujet précis est habituellement répété tous les cinq ans. Cette enquête suit les changements relatifs à l'emploi du temps.,4419,http://www23.statcan.gc.ca/imdb/p2SV.pl?Function=getInstanceList&Id=217657&db=IMDB,http://www23.statcan.gc.ca/imdb/p2SV_f.pl?Function=getInstanceList&Id=217657&db=IMDB,Labour>Hours of work and work arrangements|Society and community>Time use,GSS,ESG,The two primary objectives of the General Social Survey (GSS) are: to gather data on social trends in order to monitor changes in the living conditions and well-being of Canadians over time; and to provide information on specific social policy issues of current or emerging interest. A specific topic is usually repeated every five years. This survey monitors changes in time use.,9/16/2021 20:06
19552,https://crdcn.ca/data/general-social-survey-social-identity/,General Social Survey - Social Identity,Enquête sociale générale - Identité sociale,"2,003,200,820,132,020",Cross-Sectional>Repeated,2003,2020,"The two primary objectives of the General Social Survey (GSS) are: to gather data on social trends in order to monitor changes in the living conditions and well-being of Canadians over time; and to provide information on specific social policy issues of current or emerging interest. A specific topic is usually repeated every five years. <br>The main objective of the GSS on Social Identity (SI) is to provide an overall picture of Canadians' identification, attachment, belonging and pride in their social and cultural environment. The key components of the survey include the following topics: social networks, civic participation and engagement, knowledge of Canadian history, appreciation of national symbols, shared values, confidence in institutions, and trust in people. In addition, the survey also covers people's possible experiences of discrimination before and during the Covid-19 pandemic.","Les deux objectifs principaux de l'Enquête sociale générale (ESG) sont de recueillir des données sur les tendances sociales afin de surveiller les changements dans les conditions de vie et le bien-être des Canadiens et; de fournir des renseignements actualisés sur des questions particulières de politique sociale d'intérêt actuel ou émergent. Un sujet précis est habituellement répété tous les cinq ans. <br>

L'objectif principal de l'ESG sur l'Identité sociale (IS) est de fournir un portrait général du niveau d'identification des Canadiens, de leur sentiment d'attachement et d'appartenance et leur fierté de leur environnement social et culturel. Les composantes clés de cette enquête comprennent les sujets suivants : les réseaux sociaux, la participation à la communauté et l'engagement, la connaissance de l'histoire canadienne, l'appréciation des symboles nationaux, les valeurs partagées ainsi que la confiance envers les institutions et les gens. De plus, l'enquête couvre les personnes ayant potentiellement fait l'objet de discrimination avant et pendant la pandémie de la Covid-19.",4420,http://www23.statcan.gc.ca/imdb/p2SV.pl?Function=getInstanceList&Id=30687,"""http://www23.statcan.gc.ca/imdb/p2SV_f.pl?Function=getInstanceList&Id=30687""",Society and community>Civic participation|Society and community>Social and personal networks|Society and community>Coronavirus>Social impacts of COVID-19,GSS,ESG,"The two primary objectives of the General Social Survey (GSS) are: to gather data on social trends in order to monitor changes in the living conditions and well-being of Canadians over time; and to provide information on specific social policy issues of current or emerging interest. A specific topic is usually repeated every five years. The main objective of the GSS on Social Identity (SI) is to provide an overall picture of Canadians' identification, attachment, belonging and pride in their social and cultural environment.",9/16/2021 20:06
19553,https://crdcn.ca/data/general-social-survey-canadians-safety/,General Social Survey - Canadian's Safety,Enquête sociale générale - Sécurité des Canadiens,"1,988,199,319,992,000,000,000,000,000",Cross-Sectional>Repeated,1988,2019,The two primary objectives of the General Social Survey (GSS) are: to gather data on social trends in order to monitor changes in the living conditions and well-being of Canadians over time; and to provide information on specific social policy issues of current or emerging interest. A specific topic is usually repeated every five years. The main objective of the GSS on Canadian's safety is to better understand how Canadians perceive crime and the justice system and their experiences of victimization.,Les deux objectifs principaux de l'Enquête sociale générale (ESG) sont de recueillir des données sur les tendances sociales afin de surveiller les changements dans les conditions de vie et le bien-être des Canadiens et; de fournir des renseignements actualisés sur des questions particulières de politique sociale d'intérêt actuel ou émergent. Un sujet précis est habituellement répété tous les cinq ans. L'objectif principal de l'ESG sur la sécurité des Canadiens est de mieux comprendre comment les Canadiens perçoivent le crime et le fonctionnement du système de justice ainsi que leurs expériences de victimisation.,4421,http://www23.statcan.gc.ca/imdb/p2SV.pl?Function=getInstanceList&Id=148641,"""http://www23.statcan.gc.ca/imdb/p2SV_f.pl?Function=getInstanceList&Id=148641""",Crime and justice|Society and community,GSS,ESG,The two primary objectives of the General Social Survey (GSS) are: to gather data on social trends in order to monitor changes in the living conditions and well-being of Canadians over time; and to provide information on specific social policy issues of current or emerging interest. A specific topic is usually repeated every five years. The main objective of the GSS on Canadian's safety is to better understand how Canadians perceive crime and the justice system and their experiences of victimization.,9/16/2021 20:06
19554,https://crdcn.ca/data/general-social-survey-access-to-and-use-of-information-communication-technology/,General Social Survey - Access to and Use of Information Communication Technology,Enquête sociale générale - L'accès et l'utilisation des technologies de l'information et des communications,2000,Cross-Sectional>Single,2000,2000,The two primary objectives of the General Social Survey (GSS) are: to gather data on social trends in order to monitor changes in the living conditions and well being of Canadians over time; and to provide information on specific social policy issues of current or emerging interest. This survey collects detailed information on access to and use of technology in Canada.,"L'Enquête sociale générale (ESG) a pour objectifs principaux de : rassembler des données sur les tendances sociales, de manière à suivre l'évolution des conditions de vie et du bien-être des Canadiens; et fournir des renseignements sur des questions de politique sociale précises qui suscitent déjà ou qui susciteront de l'intérêt.

Le contenu de la thématique principale de cette enquête porte sur l'accès et l'utilisation de la technologie au Canada.",4422,https://www23.statcan.gc.ca/imdb/p2SV.pl?Function=getSurvey&SDDS=4505&lang=en&db=IMDB&dbg=f&adm=8&dis=2,https://www23.statcan.gc.ca/imdb/p2SV_f.pl?Function=getSurvey&SDDS=4505&lang=en&db=IMDB&dbg=f&adm=8&dis=2,Digital economy and society>Internet use,GSS,ESG,The two primary objectives of the General Social Survey (GSS) are: to gather data on social trends in order to monitor changes in the living conditions and well being of Canadians over time; and to provide information on specific social policy issues of current or emerging interest. This survey collects detailed information on access to and use of technology in Canada.,9/16/2021 20:06
19555,https://crdcn.ca/data/general-social-survey-education-work-and-retirement/,General Social Survey - Education Work and Retirement,Enquête sociale générale - Les études le travail et la retraite,"19,891,994",Cross-Sectional>Repeated,1989,1994,"The two primary objectives of the General Social Survey (GSS) are: to gather data on social trends in order to monitor changes in the living conditions and well being of Canadians over time; and to provide information on specific social policy issues of current or emerging interest. This survey monitored changes in education, work and retirement, and examined the relationships between these three main activities.","L'Enquête sociale générale (ESG) a pour objectifs principaux de : rassembler des données sur les tendances sociales, de manière à suivre l'évolution des conditions de vie et du bien-être des Canadiens; et fournir des renseignements sur des questions de politique sociale précises qui suscitent déjà ou qui susciteront de l'intérêt.

Cette enquête suivait l'évolution des tendances en matière d'éducation, de travail et de retraite, et examinait les liens existant entre ces trois grandes sphères d'activités.",4423,http://www23.statcan.gc.ca/imdb/p2SV.pl?Function=getInstanceList&Id=3604&db=IMDB,http://www23.statcan.gc.ca/imdb/p2SV_f.pl?Function=getInstanceList&Id=3604&db=IMDB,"Education, training and learning>Adult learning|Labour>Employment and unemployment>Education and the labour market|Education, training and learning>Student pathways|Seniors and aging>Work and retirement|Labour>Work transitions and life stages",GSS,ESG,"The two primary objectives of the General Social Survey (GSS) are: to gather data on social trends in order to monitor changes in the living conditions and well being of Canadians over time; and to provide information on specific social policy issues of current or emerging interest. This survey monitored changes in education, work and retirement, and examined the relationships between these three main activities.",9/16/2021 20:06
19556,https://crdcn.ca/data/general-social-survey-health/,General Social Survey - Health,Enquête sociale générale - Santé,"19,851,991",Cross-Sectional>Repeated,1985,1991,"The two primary objectives of the General Social Survey (GSS) are: to gather data on social trends in order to monitor changes in the living conditions and well being of Canadians over time; and to provide information on specific social policy issues of current or emerging interest. The core content on health covered short and long term disability, well-being, height and weight, health problems, smoking alcohol use, physical activity, sleep and use of health care services.","L'Enquête sociale générale (ESG) a pour objectifs principaux de : rassembler des données sur les tendances sociales, de manière à suivre l'évolution des conditions de vie et du bien-être des Canadiens; et fournir des renseignements sur des questions de politique sociale précises qui suscitent déjà ou qui susciteront de l'intérêt.

La thématique principale, axée sur la santé, englobait l'incapacité à court et à long terme, le bien-être, la taille et le poids, les problèmes de santé, l'usage du tabac, la consommation d'alcool, l'activité physique, le sommeil et l'utilisation des services de soins de santé.",4424,http://www23.statcan.gc.ca/imdb/p2SV.pl?Function=getInstanceList&Id=4280&db=IMDB,http://www23.statcan.gc.ca/imdb/p2SV_f.pl?Function=getInstanceList&Id=4280&db=IMDB,Health>Disability|Health>Diseases and physical health conditions|Health>Health care services|Health>Lifestyle and social conditions,GSS,ESG,"The two primary objectives of the General Social Survey (GSS) are: to gather data on social trends in order to monitor changes in the living conditions and well being of Canadians over time; and to provide information on specific social policy issues of current or emerging interest. The core content on health covered short and long term disability, well-being, height and weight, health problems, smoking alcohol use, physical activity, sleep and use of health care services.",9/16/2021 20:06
